"customer_city","customer_state","total_sales"
"loreto","MA","27941.88"
"florida paulista","SP","27907.51"
"nova ponte","MG","27855.18"
"dom eliseu","PA","27814.32"
"itobi","SP","27796.74"
"rafard","SP","27697.32"
"sapucaia","RJ","27653.50"
"porto alegre do norte","MT","27609.84"
"cuite","PB","27503.82"
"reserva","PR","27494.70"
"jardim","MS","27467.54"
"quintana","SP","27458.55"
"bernardino de campos","SP","27296.21"
"mairi","BA","27280.68"
"avelar","RJ","27199.92"
"ilhota","SC","27193.82"
"guaranta","SP","27170.38"
"grao mogol","MG","26981.10"
"santa maria do suacui","MG","26923.00"
"quixere","CE","26901.21"
"sao jose do ouro","RS","26875.77"
"santa maria de itabira","MG","26813.03"
"sao domingos do norte","ES","26741.00"
"ubaitaba","BA","26717.20"
"itapecuru mirim","MA","26712.10"
"alexania","GO","26707.75"
"santo amaro de campos","RJ","26663.40"
"alto parnaiba","MA","26546.80"
"sooretama","ES","26468.30"
"coari","AM","26439.84"
"chapadinha","MA","26409.52"
"jacinto machado","SC","26383.03"
"canto do buriti","PI","26318.37"
"santa cruz de monte castelo","PR","26170.65"
"sao joao do sul","SC","26168.73"
"estacao","RS","26087.04"
"sao mateus do maranhao","MA","26059.60"
"posto da mata","BA","26045.46"
"itacarambi","MG","25972.70"
"catu de abrantes","BA","25917.20"
"santa maria da boa vista","PE","25894.21"
"massaranduba","SC","25884.36"
"bom repouso","MG","25861.35"
"francisco sa","MG","25789.25"
"datas","MG","25786.32"
"humaita","AM","25670.40"
"cruz machado","PR","25638.27"
"sao felipe","BA","25637.31"
"morungaba","SP","25499.52"
"pedra preta","MT","25486.50"
"itapaci","GO","25479.04"
"sobradinho","RS","25395.93"
"itirucu","BA","25361.10"
"rio das flores","RJ","25296.22"
"jeceaba","MG","25289.87"
"jaciara","MT","25288.00"
"tutoia","MA","25059.15"
"sao sebastiao","AL","24969.78"
"pirenopolis","GO","24901.80"
"conceicao da feira","BA","24891.45"
"piedade de caratinga","MG","24794.73"
"diamantino","MT","24788.74"
"cassia","MG","24779.88"
"andorinha","BA","24725.91"
"oriente","SP","24725.46"
"conquista","MG","24699.22"
"rio do campo","SC","24667.50"
"machadinho d'oeste","RO","24637.28"
"candido de abreu","PR","24635.52"
"abadiania","GO","24612.48"
"riolandia","SP","24456.12"
"catigua","SP","24444.12"
"sao jose dos quatro marcos","MT","24353.94"
"anta gorda","RS","24244.25"
"cachoeira","BA","24095.82"
"manga","MG","24072.66"
"iguatama","MG","24060.24"
"wenceslau braz","PR","24048.96"
"teixeiras","MG","24003.36"
"iacanga","SP","23965.20"
"esperantina","PI","23917.32"
"ibirarema","SP","23913.12"
"balneario arroio do silva","SC","23885.51"
"paramirim","BA","23885.21"
"una","BA","23803.26"
"capitao poco","PA","23799.16"
"sirinhaem","PE","23767.59"
"palmeira dos indios","AL","23748.41"
"sao joao d'alianca","GO","23656.08"
"araci","BA","23643.84"
"governador celso ramos","SC","23631.36"
"salto grande","SP","23601.90"
"pindorama","SP","23520.16"
"coronel joao sa","BA","23450.14"
"laranjal do jari","AP","23439.90"
"santo antonio do amparo","MG","23374.47"
"paraipaba","CE","23315.82"
"maracacume","MA","23270.18"
"palmeiras de goias","GO","23217.81"
"martinho campos","MG","23211.30"
"rio azul","PR","23157.22"
"apodi","RN","23127.29"
"saloa","PE","23041.20"
"baturite","CE","22594.69"
"terra roxa","SP","22577.58"
"parauna","GO","22575.92"
"carai","MG","22560.84"
"roseira","SP","22546.44"
"jesuitas","PR","22502.55"
"firminopolis","GO","22477.50"
"luz","MG","22459.36"
"nova olinda do maranhao","MA","22416.29"
"picarras","SC","22380.04"
"ascurra","SC","22369.50"
"cedro de sao joao","SE","22359.80"
"jequeri","MG","22335.72"
"conceicao da barra","ES","22321.04"
"iguai","BA","22311.32"
"fernando prestes","SP","22290.56"
"ponte serrada","SC","22253.88"
"dois irmaos do buriti","MS","22253.75"
"santo antonio do sudoeste","PR","22249.81"
"estreito","MA","22237.80"
"sertania","PE","22076.32"
"sao jose de mipibu","RN","21992.37"
"sao geraldo","MG","21912.40"
"salto veloso","SC","21871.08"
"jacaraci","BA","21845.67"
"jucurutu","RN","21835.58"
"itaitinga","CE","21829.27"
"santa lucia","SP","21804.48"
"sao jose do rio claro","MT","21765.10"
"colorado do oeste","RO","21751.60"
"chopinzinho","PR","21747.42"
"ribeirao","PE","21726.50"
"utinga","BA","21698.65"
"juruaia","MG","21647.14"
"sao joao do paraiso","MG","21572.64"
"tombos","MG","21559.95"
"senador pompeu","CE","21543.30"
"nova olinda","CE","21515.16"
"praia grande","SC","21476.80"
"iconha","ES","21457.15"
"taquarivai","SP","21428.10"
"alto garcas","MT","21423.78"
"condado","PE","21422.20"
"sapucai-mirim","MG","21356.28"
"guaraniacu","PR","21326.52"
"clementina","SP","21284.10"
"mogi-mirim","SP","21283.29"
"rio bananal","ES","21268.48"
"joviania","GO","21244.95"
"vere","PR","21224.25"
"ribeirao branco","SP","21135.09"
"limeira do oeste","MG","21102.06"
"mirante do paranapanema","SP","21096.63"
"sao francisco do conde","BA","20937.81"
"taguatinga","DF","20937.24"
"tangara","SC","20933.92"
"pote","MG","20791.08"
"alto parana","PR","20784.64"
"barra dos coqueiros","SE","20772.18"
"munhoz de melo","PR","20745.20"
"guimarania","MG","20717.22"
"bayeux","PB","20716.03"
"ibicarai","BA","20705.20"
"brejo do cruz","PB","20702.26"
"montalvania","MG","20699.07"
"julio mesquita","SP","20676.39"
"rio real","BA","20665.80"
"itanhomi","MG","20654.15"
"garrafao do norte","PA","20574.00"
"goiana","MG","20521.62"
"rio do pires","BA","20475.00"
"congonhal","MG","20454.84"
"sanclerlandia","GO","20413.60"
"irai de minas","MG","20403.72"
"iepe","SP","20268.05"
"papagaios","MG","20221.30"
"quatigua","PR","20139.65"
"mantenopolis","ES","20120.80"
"vargem alta","ES","20106.90"
"sao tomas de aquino","MG","20067.60"
"esperantinopolis","MA","20056.66"
"coelho neto","MA","20046.96"
"lontras","SC","20045.96"
"rio maria","PA","20036.22"
"alto santo","CE","20025.25"
"barro","CE","19994.52"
"campo alegre","AL","19959.20"
"paraiso do norte","PR","19921.54"
"florestal","MG","19888.44"
"perdigao","MG","19795.62"
"ubata","BA","19782.00"
"apiaca","ES","19773.54"
"itaipulandia","PR","19738.20"
"urubici","SC","19686.16"
"marco","CE","19675.76"
"edeia","GO","19631.85"
"abre campo","MG","19578.73"
"miranda","MS","19560.12"
"piritiba","BA","19536.82"
"carolina","MA","19526.91"
"itiuba","BA","19375.00"
"aragarcas","GO","19299.15"
"caldas","MG","19280.14"
"nova cruz","RN","19247.25"
"holambra ii","SP","19243.58"
"nova roma do sul","RS","19163.93"
"lobato","PR","19134.18"
"barbosa ferraz","PR","19127.38"
"pains","MG","19118.19"
"monte alegre de minas","MG","19083.33"
"orizona","GO","19055.32"
"palmeira d'oeste","SP","19051.68"
"breu branco","PA","18998.10"
"arcoverde","PE","18976.45"
"general carneiro","PR","18943.76"
"jatoba","PE","18938.10"
"perola d'oeste","PR","18837.00"
"bodoquena","MS","18830.14"
"balneario barra do sul","SC","18822.18"
"queimadas","BA","18751.40"
"regeneracao","PI","18749.52"
"lavras da mangabeira","CE","18742.74"
"urai","PR","18725.84"
"ubaira","BA","18583.11"
"carinhanha","BA","18511.50"
"iacu","BA","18494.45"
"campos borges","RS","18417.84"
"martins soares","MG","18417.00"
"itarantim","BA","18391.04"
"catuipe","RS","18360.16"
"santo antonio das missoes","RS","18326.84"
"santa mariana","PR","18294.15"
"maria da fe","MG","18282.50"
"pejucara","RS","18267.70"
"sao joao do manteninha","MG","18265.48"
"tres fronteiras","SP","18262.44"
"lagoa dos gatos","PE","18248.99"
"guapo","GO","18242.70"
"campo do meio","MG","18235.72"
"arandu","SP","18226.00"
"pacatuba","CE","18212.04"
"carmo da cachoeira","MG","18161.36"
"dormentes","PE","18151.41"
"centenario do sul","PR","18148.65"
"amarante","PI","18122.96"
"cururupu","MA","18112.08"
"inaciolandia","GO","18105.48"
"lavras do sul","RS","18103.68"
"tapejara","PR","18089.04"
"diamante do norte","PR","18034.45"
"cristais paulista","SP","18019.20"
"marilac","MG","17912.82"
"itaquirai","MS","17881.12"
"ipupiara","BA","17878.90"
"quitandinha","PR","17823.96"
"belem do sao francisco","PE","17733.46"
"serra dos aimores","MG","17723.20"
"santa isabel do ivai","PR","17708.20"
"pintadas","BA","17697.00"
"palma","MG","17641.75"
"ipiacu","MG","17624.97"
"piranga","MG","17617.16"
"claudia","MT","17571.54"
"sao bernardo","MA","17544.41"
"candido sales","BA","17483.24"
"bom jesus do araguaia","MT","17462.06"
"alto boa vista","MT","17459.70"
"sao jose de uba","RJ","17424.64"
"tibagi","PR","17373.15"
"magda","SP","17362.45"
"rodeiro","MG","17359.56"
"curaca","BA","17351.68"
"jaguaquara","BA","17311.22"
"celso ramos","SC","17291.52"
"quatis","RJ","17272.80"
"uibai","BA","17262.72"
"castelandia","GO","17210.25"
"sao goncalo do amarante","CE","17203.23"
"amelia rodrigues","BA","17200.80"
"dom feliciano","RS","17170.65"
"itaipava","ES","17160.66"
"monte verde","MG","17147.65"
"porto franco","MA","17107.86"
"palmares do sul","RS","17107.20"
"vera cruz do oeste","PR","17091.90"
"itapura","SP","17064.00"
"morro reuter","RS","17052.20"
"porto dos gauchos","MT","17047.42"
"itapeva","MG","16988.40"
"mondai","SC","16957.47"
"conservatoria","RJ","16952.23"
"feira nova","PE","16894.02"
"ibiraci","MG","16853.06"
"sao miguel do guapore","RO","16800.21"
"moju","PA","16779.60"
"governador portela","RJ","16770.39"
"arvorezinha","RS","16768.29"
"curiuva","PR","16767.92"
"santaluz","BA","16698.50"
"jeronimo monteiro","ES","16697.72"
"piracuruca","PI","16677.12"
"serrolandia","BA","16666.65"
"formoso do araguaia","TO","16643.64"
"cachoeira de pajeu","MG","16632.99"
"campo novo","RS","16604.28"
"sud mennucci","SP","16576.37"
"ibiai","MG","16558.80"
"maravilhas","MG","16523.52"
"areias","SP","16490.27"
"confins","MG","16437.25"
"sao joao da ponte","MG","16393.08"
"alto paraiso","RO","16389.88"
"vista alegre do alto","SP","16383.50"
"manduri","SP","16370.97"
"lutecia","SP","16359.12"
"milagres","BA","16339.76"
"murutinga do sul","SP","16258.49"
"sao romao","MG","16245.86"
"quatro bocas","PA","16243.11"
"miranorte","TO","16135.24"
"urandi","BA","16124.01"
"analandia","SP","16119.60"
"potiragua","BA","16117.50"
"igaracu do tiete","SP","16081.32"
"tomazina","PR","16041.09"
"sales","SP","16025.44"
"teixeira soares","PR","16002.36"
"rio claro","RJ","16001.28"
"tres barras","SC","15983.52"
"mineiros do tiete","SP","15955.08"
"potim","SP","15950.88"
"poco verde","SE","15854.13"
"sao roque de minas","MG","15790.50"
"carlos chagas","MG","15678.34"
"sume","PB","15668.77"
"conceicao do jacuipe","BA","15566.04"
"jardim do serido","RN","15562.68"
"irai","RS","15554.76"
"iuna","ES","15511.76"
"ubaporanga","MG","15510.53"
"urbano santos","MA","15487.78"
"xique-xique","BA","15447.52"
"vianopolis","GO","15419.00"
"constantina","RS","15345.88"
"nova bandeirantes","MT","15307.19"
"campestre da serra","RS","15290.66"
"sao goncalo do amarante","RN","15197.02"
"santa luzia","PB","15196.17"
"resende costa","MG","15184.95"
"maripa","PR","15145.55"
"juti","MS","15109.08"
"sousa","PB","15107.70"
"cabo verde","MG","15055.93"
"serra do ramalho","BA","15048.64"
"recreio","MG","15038.55"
"pedra bela","SP","15002.57"
"iapu","MG","14937.90"
"planalto","PR","14927.02"
"restinga seca","RS","14919.18"
"irani","SC","14892.80"
"vargem bonita","SC","14872.86"
"tucunduva","RS","14870.24"
"carneirinho","MG","14836.29"
"lavinia","SP","14835.58"
"sao roque do canaa","ES","14824.34"
"madre de deus de minas","MG","14773.85"
"santa cruz da conceicao","SP","14764.37"
"santana","BA","14749.89"
"rinopolis","SP","14734.30"
"itambe","PE","14714.00"
"gloria do goita","PE","14698.00"
"nova brasilandia d'oeste","RO","14636.34"
"alto caparao","MG","14618.24"
"barra","BA","14613.00"
"cedro","CE","14600.51"
"pedrinhas paulista","SP","14564.40"
"pardinho","SP","14557.46"
"monte carlo","SC","14541.93"
"itupiranga","PA","14457.12"
"santa margarida","MG","14412.60"
"brejo da madre de deus","PE","14356.44"
"ita","SC","14353.17"
"floresta","PR","14349.53"
"rifaina","SP","14346.48"
"itirapina","SP","14336.80"
"mendes pimentel","MG","14331.90"
"presidente tancredo neves","BA","14325.52"
"forquilha","CE","14323.50"
"anchieta","SC","14301.20"
"vicentinopolis","GO","14298.70"
"itueta","MG","14250.32"
"conceicao do para","MG","14241.45"
"ipora","PR","14238.56"
"alto jequitiba","MG","14208.90"
"ivai","PR","14206.94"
"balneario gaivota","SC","14152.16"
"santana da vargem","MG","14144.00"
"vera","MT","14122.08"
"lagoa do carro","PE","14092.48"
"renascenca","PR","14089.20"
"japura","PR","14081.31"
"divinolandia de minas","MG","14076.90"
"pindare mirim","MA","14068.80"
"dom aquino","MT","14049.72"
"solanea","PB","14020.83"
"caravelas","BA","14003.40"
"guajara-mirim","RO","13996.65"
"santana do mundau","AL","13948.11"
"salto do jacui","RS","13889.24"
"cristal","RS","13882.88"
"moreira sales","PR","13871.36"
"arataca","BA","13852.48"
"corumbaiba","GO","13849.38"
"sete barras","SP","13829.71"
"juru","PB","13790.70"
"iraquara","BA","13787.01"
"jaguaruna","SC","13782.30"
"joao lisboa","MA","13782.07"
"canhotinho","PE","13775.68"
"buritis","RO","13758.78"
"clevelandia","PR","13745.97"
"padre bernardo","GO","13711.88"
"turvo","SC","13702.09"
"dores do rio preto","ES","13684.58"
"boninal","BA","13647.00"
"dom pedro","MA","13599.08"
"dom silverio","MG","13555.36"
"sertao","RS","13541.55"
"pirauba","MG","13538.36"
"aguas de santa barbara","SP","13536.01"
"petrolandia","SC","13528.95"
"indiara","GO","13484.10"
"picarra","PA","13474.32"
"entre-ijuis","RS","13455.92"
"divisa nova","MG","13408.07"
"icapui","CE","13406.40"
"sao francisco do guapore","RO","13385.13"
"lagoinha","SP","13374.60"
"volta grande","MG","13298.60"
"marechal deodoro","AL","13272.00"
"timburi","SP","13266.24"
"colombia","SP","13259.96"
"adolfo","SP","13247.70"
"indiana","SP","13237.22"
"dobrada","SP","13231.40"
"tobias barreto","SE","13226.00"
"california da barra","RJ","13188.50"
"santa izabel do oeste","PR","13184.95"
"caraiba","PE","13153.05"
"ipubi","PE","13144.75"
"mata grande","AL","13141.80"
"sao joao batista do gloria","MG","13104.90"
"arenapolis","MT","13083.18"
"rondon","PR","13073.26"
"fatima","BA","13057.00"
"paracuru","CE","13054.47"
"amaraji","PE","13047.25"
"taciba","SP","13007.60"
"cambira","PR","12983.75"
"terra nova do norte","MT","12983.10"
"uaua","BA","12981.78"
"jaguari","RS","12979.08"
"agua doce do norte","ES","12978.56"
"caninde de sao francisco","SE","12953.88"
"joao ramalho","SP","12948.39"
"inhapi","AL","12901.20"
"prudente de morais","MG","12882.67"
"nova mamore","RO","12850.56"
"cidade ocidental","GO","12831.31"
"chapada gaucha","MG","12796.25"
"inubia paulista","SP","12753.90"
"princesa isabel","PB","12750.94"
"rosana","SP","12698.33"
"nipoa","SP","12659.90"
"alterosa","MG","12654.24"
"francisco badaro","MG","12638.49"
"guapiara","SP","12597.50"
"itaporanga","PB","12597.12"
"muniz freire","ES","12560.85"
"itapage","CE","12514.89"
"denise","MT","12465.86"
"itambe","BA","12447.76"
"aquiraz","CE","12444.90"
"santa rita de minas","MG","12434.33"
"itapirapua","GO","12383.50"
"andrelandia","MG","12341.38"
"sao sebastiao do alto","RJ","12334.00"
"ibiraiaras","RS","12314.66"
"caibate","RS","12309.60"
"brasil novo","PA","12279.10"
"florai","PR","12265.55"
"guaruja do sul","SC","12264.53"
"nova veneza","SC","12243.40"
"nova olimpia","MT","12241.80"
"dias d avila","BA","12234.42"
"roque gonzales","RS","12228.59"
"santa luzia","MA","12227.28"
"rio manso","MG","12215.84"
"luminarias","MG","12185.68"
"pien","PR","12161.10"
"rio do oeste","SC","12147.52"
"agua doce","SC","12097.80"
"nova fatima","PR","12091.23"
"campinapolis","MT","11999.79"
"coroaci","MG","11999.68"
"guape","MG","11997.36"
"nossa senhora das dores","SE","11964.60"
"anita garibaldi","SC","11963.83"
"porto calvo","AL","11937.90"
"pimenta","MG","11935.44"
"guara","DF","11920.09"
"areia branca","RN","11893.62"
"sao jorge do ivai","PR","11878.80"
"ibiaca","RS","11872.19"
"caputira","MG","11813.20"
"toropi","RS","11780.86"
"cantanhede","MA","11773.60"
"cristalandia","TO","11747.23"
"indiapora","SP","11720.06"
"santana do ipanema","AL","11703.45"
"sangao","SC","11701.25"
"capela de santana","RS","11690.84"
"campina do monte alegre","SP","11679.60"
"sao joao do triunfo","PR","11675.60"
"agua clara","MS","11662.65"
"rianapolis","GO","11659.83"
"gaucha do norte","MT","11606.76"
"saudades","SC","11581.65"
"castelo do piaui","PI","11553.40"
"borrazopolis","PR","11552.51"
"nossa senhora da gloria","SE","11538.24"
"irapua","SP","11530.02"
"pantano grande","RS","11514.69"
"arroio do tigre","RS","11484.00"
"sao paulo das missoes","RS","11481.50"
"oiapoque","AP","11481.48"
"sao jose do belmonte","PE","11393.92"
"nova soure","BA","11390.05"
"maurilandia","GO","11373.34"
"goncalves","MG","11341.96"
"barros cassal","RS","11205.04"
"guidoval","MG","11203.08"
"sao francisco de assis","RS","11195.03"
"tupandi","RS","11192.24"
"congonhinhas","PR","11182.38"
"sideropolis","SC","11133.30"
"nova canaa do norte","MT","11130.35"
"aurora","CE","11117.50"
"varzelandia","MG","11116.00"
"galia","SP","11099.64"
"jesuania","MG","11066.16"
"juruena","MT","11042.64"
"jacui","MG","10945.01"
"vargeao","SC","10933.65"
"jiquirica","BA","10918.53"
"mariluz","PR","10839.15"
"sao joao do oriente","MG","10815.74"
"itatim","BA","10812.42"
"barao ataliba nogueira","SP","10812.08"
"palmitinho","RS","10799.70"
"salvador do sul","RS","10763.48"
"santo antonio do jardim","SP","10761.03"
"abadia dos dourados","MG","10751.00"
"virgolandia","MG","10749.44"
"tanque novo","BA","10737.36"
"bueno brandao","MG","10724.85"
"sao francisco","SE","10720.60"
"kalore","PR","10715.24"
"icatu","MA","10714.80"
"armazem","SC","10705.95"
"gaurama","RS","10698.30"
"nova esperanca do sul","RS","10690.56"
"capela","SE","10670.04"
"jupi","PE","10669.76"
"santo antonio","RN","10667.58"
"luzilandia","PI","10647.39"
"benevides","PA","10633.93"
"fortuna","MA","10590.72"
"boa vista do burica","RS","10587.78"
"vigia","PA","10579.50"
"crisopolis","BA","10568.52"
"pedro ii","PI","10563.60"
"oroco","PE","10515.42"
"munhoz","MG","10496.64"
"tuparendi","RS","10480.32"
"planalto","RS","10472.11"
"cabeceira grande","MG","10462.50"
"taguatinga","TO","10452.35"
"bonito","BA","10446.00"
"laranjal","MG","10437.90"
"santana do cariri","CE","10413.48"
"novo repartimento","PA","10406.40"
"sao pedro da uniao","MG","10387.72"
"alto piquiri","PR","10380.00"
"brasilandia de minas","MG","10369.28"
"coluna","MG","10336.80"
"upanema","RN","10333.75"
"varzea alegre","CE","10329.80"
"ouro verde","SP","10325.16"
"xambioa","TO","10314.24"
"mucuge","BA","10286.64"
"trombudo central","SC","10253.88"
"soledade de minas","MG","10249.68"
"coronel murta","MG","10233.60"
"solonopole","CE","10214.62"
"fazenda nova","GO","10194.25"
"herculandia","SP","10149.44"
"bom jesus do tocantins","PA","10129.20"
"augusto correa","PA","10120.00"
"pau brasil","BA","10109.44"
"santa tereza do oeste","PR","10094.16"
"narandiba","SP","10043.18"
"ituacu","BA","10039.47"
"prados","MG","10038.00"
"rio fortuna","SC","10021.93"
"doverlandia","GO","9979.84"
"ribeirao do sul","SP","9970.80"
"silveiras","SP","9959.25"
"lavrinhas","SP","9941.60"
"nova monte verde","MT","9927.90"
"altinho","PE","9896.04"
"parai","RS","9880.40"
"santa clara do sul","RS","9853.00"
"pilao arcado","BA","9846.36"
"lencois","BA","9845.76"
"tiros","MG","9839.70"
"ceara-mirim","RN","9828.56"
"rio tinto","PB","9805.00"
"poloni","SP","9786.04"
"estrela d'oeste","SP","9783.10"
"feliz natal","MT","9778.30"
"umbauba","SE","9777.09"
"urucuca","BA","9776.26"
"belo vale","MG","9736.48"
"buritirama","BA","9727.74"
"paraibano","MA","9726.93"
"maximiliano de almeida","RS","9718.65"
"perola","PR","9712.61"
"botupora","BA","9702.28"
"rio bonito do iguacu","PR","9651.96"
"japira","PR","9610.23"
"ajuricaba","RS","9569.43"
"itinga","MG","9562.74"
"saudade do iguacu","PR","9522.73"
"extrema","RO","9476.16"
"pongai","SP","9439.10"
"sao martinho","RS","9414.72"
"pedrinopolis","MG","9406.10"
"porangaba","SP","9390.24"
"paranaiguara","GO","9387.20"
"xambre","PR","9311.58"
"itapetim","PE","9299.75"
"poco redondo","SE","9295.26"
"cotriguacu","MT","9260.16"
"caicara do norte","RN","9259.28"
"roca sales","RS","9249.24"
"santa ernestina","SP","9244.29"
"piedade dos gerais","MG","9243.36"
"trairi","CE","9240.01"
"coremas","PB","9189.75"
"arealva","SP","9176.76"
"boa esperanca","RJ","9165.06"
"merces","MG","9146.24"
"sao valentim","RS","9142.05"
"sericita","MG","9130.32"
"tumiritinga","MG","9125.89"
"aiuruoca","MG","9125.75"
"guaraci","PR","9125.48"
"jose de freitas","PI","9110.92"
"neves paulista","SP","9104.88"
"soledade","PB","9100.00"
"moncoes","SP","9099.12"
"seringueiras","RO","9083.52"
"chapada do norte","MG","9061.14"
"itubera","BA","9061.00"
"jussara","GO","9032.79"
"santa barbara do sul","RS","9004.50"
"olho d'agua das flores","AL","8997.82"
"sarapui","SP","8988.48"
"rubim","MG","8973.88"
"inacio martins","PR","8944.56"
"brasopolis","MG","8924.30"
"luiziania","SP","8917.59"
"itanhem","BA","8917.12"
"quilombo","SC","8909.23"
"nova palma","RS","8865.78"
"tapurah","MT","8851.71"
"ilha de itamaraca","PE","8850.10"
"urucania","MG","8814.52"
"moema","MG","8778.92"
"vargem alegre","MG","8777.65"
"jaquirana","RS","8767.68"
"bataypora","MS","8760.60"
"itapirapua paulista","SP","8739.19"
"bananeiras","PB","8715.84"
"aguas de sao pedro","SP","8695.44"
"sao jose da coroa grande","PE","8693.70"
"nossa senhora do o","PE","8686.61"
"muritiba","BA","8682.57"
"itabaianinha","SE","8679.90"
"cafeara","PR","8676.36"
"mendonca","SP","8672.40"
"monsenhor tabosa","CE","8658.72"
"nova cantu","PR","8652.28"
"cocalinho","MT","8648.40"
"alvorada do norte","GO","8647.08"
"antonio carlos","SC","8607.90"
"alvorada d'oeste","RO","8602.00"
"machacalis","MG","8583.33"
"iguaracu","PR","8569.60"
"queluz","SP","8496.60"
"pocrane","MG","8478.56"
"palmital","PR","8473.50"
"curuca","PA","8462.30"
"sao luis do quitunde","AL","8437.20"
"mombaca","CE","8431.32"
"novo oriente de minas","MG","8430.00"
"bandeira do sul","MG","8393.22"
"inconfidentes","MG","8358.80"
"sao jose da bela vista","SP","8339.54"
"bonfim","MG","8330.85"
"sao martinho","SC","8329.83"
"planura","MG","8310.50"
"caririacu","CE","8306.24"
"triunfo","PE","8302.84"
"sao jose da laje","AL","8298.08"
"salto do itarare","PR","8294.10"
"cipo","BA","8284.32"
"riacho dos machados","MG","8281.25"
"delfinopolis","MG","8268.52"
"santo antonio do grama","MG","8260.80"
"sao felix do coribe","BA","8247.86"
"campina das missoes","RS","8229.00"
"itaguari","GO","8223.30"
"arrozal","RJ","8215.29"
"portalegre","RN","8208.16"
"senador guiomard","AC","8206.35"
"guarara","MG","8198.55"
"pio xii","MA","8190.45"
"goianinha","RN","8184.78"
"macedonia","SP","8157.03"
"jaqueira","PE","8150.04"
"nova vicosa","BA","8130.30"
"irineopolis","SC","8116.23"
"porto esperidiao","MT","8086.07"
"igaratinga","MG","8073.12"
"ouro","SC","8066.50"
"teofilandia","BA","8055.28"
"belem","PB","8043.63"
"serrania","MG","8025.57"
"alfredo vasconcelos","MG","8017.62"
"cambara do sul","RS","8012.80"
"santo antonio da alegria","SP","8000.96"
"camocim de sao felix","PE","7984.94"
"augustinopolis","TO","7968.95"
"sao goncalo do rio preto","MG","7958.00"
"ibipitanga","BA","7934.40"
"tanhacu","BA","7927.40"
"jardim alegre","PR","7910.56"
"alcantara","MA","7902.62"
"correntina","BA","7900.62"
"ivate","PR","7883.48"
"santana do manhuacu","MG","7880.32"
"imigrante","RS","7861.70"
"alhandra","PB","7847.46"
"herval","RS","7842.45"
"acari","RN","7836.17"
"sao domingos","SC","7833.74"
"sao felix do araguaia","MT","7809.12"
"dona euzebia","MG","7808.68"
"boqueirao do leao","RS","7803.64"
"jumirim","SP","7756.56"
"jequitiba","MG","7742.46"
"mae do rio","PA","7737.18"
"novo oriente","CE","7713.60"
"itapora","MS","7701.64"
"boa vista da aparecida","PR","7674.27"
"sao jose do cerrito","SC","7666.82"
"placas","PA","7645.92"
"seberi","RS","7635.15"
"presidente kennedy","ES","7622.37"
"arraial d ajuda","BA","7618.80"
"eliseu martins","PI","7602.84"
"pereiro","CE","7594.80"
"nonoai","RS","7580.10"
"sao joao do manhuacu","MG","7571.88"
"setubinha","MG","7561.71"
"barra de santo antonio","AL","7549.44"
"serra dourada","BA","7494.40"
"cristais","MG","7488.30"
"sao jose do hortencio","RS","7464.60"
"colonia leopoldina","AL","7445.90"
"carius","CE","7424.28"
"ribeirao vermelho","MG","7403.13"
"pedro afonso","TO","7378.00"
"ocaucu","SP","7377.71"
"barra de guabiraba","PE","7355.40"
"inaja","PE","7349.61"
"ventania","PR","7345.80"
"monte alegre","PA","7313.74"
"barras","PI","7292.00"
"santa helena de minas","MG","7287.12"
"barra do mendes","BA","7282.32"
"bodoco","PE","7263.81"
"cerejeiras","RO","7255.35"
"cerro azul","PR","7255.22"
"brauna","SP","7235.25"
"anastacio","MS","7207.45"
"mara rosa","GO","7199.61"
"alto rio novo","ES","7199.06"
"paula freitas","PR","7194.98"
"itatiaiucu","MG","7187.45"
"pancas","ES","7160.40"
"campestre do maranhao","MA","7159.95"
"capivari do sul","RS","7126.20"
"paranacity","PR","7123.20"
"sao joao do ivai","PR","7116.36"
"tavares","RS","7114.12"
"jambeiro","SP","7110.72"
"roncador","PR","7094.01"
"bom jardim","PE","7089.55"
"motuca","SP","7089.50"
"euclides da cunha paulista","SP","7082.82"
"poxoreu","MT","7076.19"
"mucurici","ES","7066.22"
"olho d'agua das cunhas","MA","7048.43"
"americo de campos","SP","7040.64"
"minas do leao","RS","7018.00"
"colorado","RS","7014.60"
"itaja","GO","7013.30"
"piedade do rio grande","MG","7003.50"
"padre carvalho","MG","6995.28"
"rodelas","BA","6971.25"
"itabirinha","MG","6926.04"
"novo sao joaquim","MT","6890.16"
"ametista do sul","RS","6887.75"
"rodeio bonito","RS","6875.44"
"itabatan","BA","6874.00"
"alvarenga","MG","6863.08"
"guaiuba","CE","6858.45"
"itau","RN","6852.33"
"nazareno","MG","6849.36"
"buique","PE","6833.43"
"meleiro","SC","6832.54"
"paranhos","MS","6819.78"
"quixabeira","BA","6807.24"
"sao domingos do maranhao","MA","6804.81"
"sao miguel do tapuio","PI","6803.61"
"carvalhopolis","MG","6794.48"
"ponto novo","BA","6786.00"
"manoel viana","RS","6769.36"
"rio negro","MS","6737.80"
"ladainha","MG","6726.72"
"bela vista de minas","MG","6725.50"
"cristalia","MG","6725.03"
"nova ipixuna","PA","6721.39"
"macaubal","SP","6705.05"
"jucurucu","BA","6696.34"
"nova crixas","GO","6694.84"
"rio branco","MT","6693.44"
"oliveira dos brejinhos","BA","6690.24"
"xapuri","AC","6688.35"
"salto da divisa","MG","6673.04"
